"ピクセル128"
"ライン　128"
1.3665E+2,1.3665E+2,1.3559E+2,1.3417E+2,1.3311E+2,1.3205E+2,1.3099E+2,1.2957E+2,1.2851E+2,1.2745E+2,1.2638E+2,1.2497E+2,1.2355E+2,1.2214E+2,1.2143E+2,1.2249E+2,1.3346E+2,1.4125E+2,1.3984E+2,1.3382E+2,1.2001E+2,1.1258E+2,1.1151E+2,1.1081E+2,1.0904E+2,1.0797E+2,1.0691E+2,1.0550E+2,1.0479E+2,1.0302E+2,1.0196E+2,1.0089E+2,9.9478E+1,9.8416E+1,9.7708E+1,9.5938E+1,9.4522E+1,9.3814E+1,9.2398E+1,9.1336E+1,8.9920E+1,8.8858E+1,8.7796E+1,8.6380E+1,8.5318E+1,8.3901E+1,8.3193E+1,8.1777E+1,8.0361E+1,7.9653E+1,7.8237E+1,7.6821E+1,7.5759E+1,7.4697E+1,7.3989E+1,7.8591E+1,9.0982E+1,1.0443E+2,1.0833E+2,8.8150E+1,7.4697E+1,6.4785E+1,6.4077E+1,6.3369E+1,6.1953E+1,6.0537E+1,5.9474E+1,5.8412E+1,5.6996E+1,5.6288E+1,5.5226E+1,5.3810E+1,5.3102E+1,5.1686E+1,5.0624E+1,4.9562E+1,4.8500E+1,4.7084E+1,4.5668E+1,4.5314E+1,4.3898E+1,4.3190E+1,4.1774E+1,4.1066E+1,4.0004E+1,3.8942E+1,3.7880E+1,3.6464E+1,3.5401E+1,3.4693E+1,3.3277E+1,3.2569E+1,3.1507E+1,3.0091E+1,2.9029E+1,2.7967E+1,2.6905E+1,2.6197E+1,2.4781E+1,2.4073E+1,2.3011E+1,2.2303E+1,2.0887E+1,2.0179E+1,1.8763E+1,1.7701E+1,1.6639E+1,1.5931E+1,1.4515E+1,1.4161E+1,1.2745E+1,1.2037E+1,1.1328E+1,1.0266E+1,8.8504E+0,8.1423E+0,7.0803E+0,6.0183E+0,4.9562E+0,4.2482E+0,2.8321E+0,2.1241E+0,7.0803E-1,0.0000E+0,6.7263E+0,4.4606E+1,2.4781E+1,4.7084E+1,
1.3594E+2,1.3523E+2,1.3417E+2,1.3346E+2,1.3169E+2,1.3063E+2,1.2992E+2,1.2886E+2,1.2745E+2,1.2603E+2,1.2497E+2,1.2355E+2,1.2214E+2,1.2143E+2,1.1966E+2,1.1859E+2,1.1753E+2,1.1647E+2,1.1505E+2,1.1399E+2,1.1293E+2,1.1151E+2,1.1045E+2,1.0939E+2,1.0833E+2,1.0691E+2,1.0550E+2,1.0443E+2,1.0337E+2,1.0231E+2,1.0125E+2,9.9832E+1,9.9124E+1,9.8062E+1,9.7000E+1,9.4876E+1,9.4168E+1,9.3106E+1,9.2044E+1,9.0628E+1,8.9566E+1,8.8858E+1,8.7796E+1,8.7088E+1,8.5672E+1,8.4256E+1,8.3193E+1,8.2131E+1,8.0715E+1,7.9653E+1,7.8945E+1,7.7529E+1,7.6467E+1,7.5405E+1,7.4343E+1,7.2927E+1,7.1865E+1,7.1157E+1,6.9387E+1,6.8679E+1,6.7617E+1,6.6555E+1,6.5493E+1,6.4431E+1,6.3369E+1,6.2307E+1,6.1245E+1,6.0183E+1,5.9120E+1,5.8058E+1,5.7350E+1,5.6642E+1,5.5226E+1,5.3810E+1,5.2748E+1,5.2040E+1,5.0624E+1,4.9916E+1,4.8854E+1,4.8146E+1,4.6730E+1,4.5668E+1,4.4606E+1,4.3544E+1,4.2482E+1,4.1420E+1,4.1066E+1,3.9650E+1,3.8588E+1,3.7526E+1,3.6818E+1,3.5755E+1,3.4693E+1,3.3631E+1,3.2569E+1,3.1861E+1,3.1153E+1,2.9737E+1,2.9029E+1,2.9383E+1,2.6905E+1,2.5843E+1,2.5135E+1,2.4073E+1,2.3011E+1,2.2303E+1,2.1241E+1,2.0179E+1,1.9471E+1,1.8409E+1,1.7347E+1,1.6639E+1,1.5931E+1,1.4869E+1,1.3807E+1,1.2745E+1,1.1682E+1,1.0974E+1,1.0266E+1,9.2044E+0,8.4964E+0,7.0803E+0,6.7263E+0,5.6642E+0,4.6022E+0,2.0179E+1,4.2128E+1,3.8942E+1,
1.4090E+2,1.3984E+2,1.3877E+2,1.3807E+2,1.3665E+2,1.3559E+2,1.3488E+2,1.3346E+2,1.3169E+2,1.3063E+2,1.2922E+2,1.2815E+2,1.2674E+2,1.2603E+2,1.2426E+2,1.2320E+2,1.2214E+2,1.2143E+2,1.2001E+2,1.1859E+2,1.1753E+2,1.1612E+2,1.1505E+2,1.1399E+2,1.1293E+2,1.1151E+2,1.1010E+2,1.0904E+2,1.0797E+2,1.0691E+2,1.0585E+2,1.0443E+2,1.0373E+2,1.0231E+2,1.0160E+2,9.9832E+1,9.8770E+1,9.8062E+1,9.6646E+1,9.5230E+1,9.4168E+1,9.3106E+1,9.2398E+1,9.1336E+1,9.0274E+1,8.8858E+1,8.7442E+1,8.6380E+1,8.5318E+1,8.4256E+1,8.3193E+1,8.1777E+1,8.1069E+1,8.0007E+1,7.8945E+1,7.7883E+1,7.6467E+1,7.5759E+1,7.4697E+1,7.3281E+1,7.2219E+1,7.1157E+1,7.0095E+1,6.9033E+1,6.7617E+1,6.6909E+1,6.5847E+1,6.5139E+1,6.4077E+1,6.3015E+1,6.1953E+1,6.2307E+1,5.9828E+1,5.8412E+1,5.7704E+1,5.6642E+1,5.5580E+1,5.4164E+1,5.3456E+1,5.2748E+1,5.1686E+1,5.0624E+1,4.9562E+1,4.7792E+1,4.7084E+1,4.6022E+1,4.5314E+1,4.4252E+1,4.3190E+1,4.2482E+1,4.1774E+1,4.0358E+1,3.9650E+1,3.8234E+1,3.7526E+1,3.6110E+1,3.5047E+1,3.4339E+1,3.3277E+1,3.2569E+1,3.1153E+1,3.0091E+1,2.9737E+1,2.8675E+1,2.7613E+1,2.6905E+1,2.5843E+1,2.4781E+1,2.4073E+1,2.2657E+1,2.1949E+1,2.0887E+1,1.9825E+1,1.9117E+1,1.8409E+1,1.7347E+1,1.6285E+1,1.5577E+1,1.4515E+1,1.3807E+1,1.2745E+1,1.2037E+1,1.0974E+1,9.9124E+0,9.9124E+0,4.3898E+1,7.3989E+1,7.4343E+1,
1.4515E+2,1.4373E+2,1.4267E+2,1.4161E+2,1.4019E+2,1.3948E+2,1.3842E+2,1.3700E+2,1.3559E+2,1.3488E+2,1.3346E+2,1.3205E+2,1.3134E+2,1.2957E+2,1.2815E+2,1.2745E+2,1.2603E+2,1.2497E+2,1.2391E+2,1.2214E+2,1.2178E+2,1.2037E+2,1.1895E+2,1.1789E+2,1.1682E+2,1.1576E+2,1.1435E+2,1.1328E+2,1.1258E+2,1.1116E+2,1.1010E+2,1.0868E+2,1.0762E+2,1.0656E+2,1.0550E+2,1.0408E+2,1.0302E+2,1.0196E+2,1.0054E+2,9.9832E+1,9.8416E+1,9.7354E+1,9.5938E+1,9.5230E+1,9.3814E+1,9.2752E+1,9.2044E+1,9.0982E+1,8.9566E+1,8.8504E+1,8.7796E+1,8.6026E+1,8.5318E+1,8.3901E+1,8.2839E+1,8.1777E+1,8.0361E+1,7.9653E+1,7.8591E+1,7.7529E+1,7.6467E+1,7.5405E+1,7.4343E+1,7.2927E+1,7.1865E+1,7.0803E+1,7.0095E+1,6.9033E+1,6.7971E+1,6.7263E+1,6.6201E+1,6.5493E+1,6.5139E+1,6.2661E+1,6.1599E+1,6.0891E+1,5.9828E+1,5.8766E+1,5.7704E+1,5.6642E+1,5.5580E+1,5.4518E+1,5.3456E+1,5.2040E+1,5.1332E+1,5.0624E+1,4.9562E+1,4.8500E+1,4.7438E+1,4.6376E+1,4.5668E+1,4.4252E+1,4.3544E+1,4.2482E+1,4.1420E+1,4.0358E+1,3.9296E+1,3.8588E+1,3.7526E+1,3.6818E+1,3.5755E+1,3.4693E+1,3.3985E+1,3.3277E+1,3.1861E+1,3.1153E+1,3.0091E+1,2.9383E+1,2.8321E+1,2.7259E+1,2.6551E+1,2.5489E+1,2.4781E+1,2.3719E+1,2.3011E+1,2.1595E+1,2.0887E+1,1.9825E+1,1.9117E+1,1.8409E+1,1.6993E+1,1.6285E+1,1.5577E+1,1.4161E+1,3.1507E+1,6.5139E+1,8.3193E+1,1.0373E+2,
1.4939E+2,1.4833E+2,1.4692E+2,1.4621E+2,1.4479E+2,1.4338E+2,1.4267E+2,1.4161E+2,1.4019E+2,1.3913E+2,1.3807E+2,1.3630E+2,1.3523E+2,1.3417E+2,1.3276E+2,1.3134E+2,1.3063E+2,1.2922E+2,1.2815E+2,1.2709E+2,1.2568E+2,1.2461E+2,1.2355E+2,1.2249E+2,1.2107E+2,1.2001E+2,1.1859E+2,1.1753E+2,1.1930E+2,1.1541E+2,1.1364E+2,1.1293E+2,1.1187E+2,1.1081E+2,1.0939E+2,1.0833E+2,1.0691E+2,1.0620E+2,1.0514E+2,1.0373E+2,1.0302E+2,1.0160E+2,1.0054E+2,9.9478E+1,9.8062E+1,9.7000E+1,9.6292E+1,9.5230E+1,9.3814E+1,9.2752E+1,9.1690E+1,9.0628E+1,8.9212E+1,8.8150E+1,8.7442E+1,8.6380E+1,8.4964E+1,8.3901E+1,8.2839E+1,8.1777E+1,8.0361E+1,7.9299E+1,7.8237E+1,7.7529E+1,7.6467E+1,7.5051E+1,7.3989E+1,7.3281E+1,7.2219E+1,7.1157E+1,7.0449E+1,6.9387E+1,6.8325E+1,6.6909E+1,6.5847E+1,6.5139E+1,6.4077E+1,6.3015E+1,6.1599E+1,6.0891E+1,5.9828E+1,5.9120E+1,5.7350E+1,5.6642E+1,5.5580E+1,5.4872E+1,5.4164E+1,5.5226E+1,5.3102E+1,5.0624E+1,4.9916E+1,4.8854E+1,4.7792E+1,4.6730E+1,4.6022E+1,4.4606E+1,4.3898E+1,4.2836E+1,4.1774E+1,4.1066E+1,4.0004E+1,3.9296E+1,3.8234E+1,3.7172E+1,3.6110E+1,3.5401E+1,3.4693E+1,3.3631E+1,3.2569E+1,3.1861E+1,3.0799E+1,3.0091E+1,2.9029E+1,2.8321E+1,2.7613E+1,2.6197E+1,2.5135E+1,2.4427E+1,2.3365E+1,2.2303E+1,2.1241E+1,2.0533E+1,1.9825E+1,1.9471E+1,5.4164E+1,9.2044E+1,1.1187E+2,1.1045E+2,
1.5364E+2,1.5293E+2,1.5152E+2,1.5046E+2,1.4939E+2,1.4833E+2,1.4692E+2,1.4585E+2,1.4444E+2,1.4338E+2,1.4196E+2,1.4125E+2,1.3984E+2,1.3842E+2,1.3736E+2,1.3630E+2,1.3523E+2,1.3382E+2,1.3276E+2,1.3134E+2,1.2992E+2,1.2922E+2,1.2780E+2,1.2674E+2,1.2568E+2,1.2461E+2,1.2355E+2,1.2249E+2,1.2107E+2,1.2001E+2,1.1859E+2,1.1718E+2,1.1647E+2,1.1541E+2,1.1435E+2,1.1293E+2,1.1187E+2,1.1081E+2,1.1010E+2,1.0868E+2,1.0727E+2,1.0620E+2,1.0514E+2,1.0408E+2,1.0302E+2,1.0196E+2,1.0089E+2,9.9478E+1,9.8416E+1,9.7000E+1,9.7354E+1,9.6646E+1,9.5938E+1,9.3106E+1,9.2044E+1,9.1336E+1,8.9920E+1,8.8858E+1,8.7442E+1,8.6380E+1,8.4964E+1,8.4256E+1,8.3193E+1,8.2131E+1,8.1069E+1,8.0361E+1,7.9299E+1,7.8237E+1,7.7175E+1,7.6113E+1,7.5051E+1,7.3989E+1,7.2927E+1,7.1865E+1,7.0803E+1,7.0095E+1,6.8679E+1,6.7971E+1,6.6909E+1,6.5847E+1,6.4431E+1,6.3723E+1,6.2661E+1,6.1953E+1,6.0537E+1,5.9474E+1,5.8412E+1,5.7350E+1,5.6996E+1,5.5934E+1,5.4518E+1,5.3456E+1,5.2394E+1,5.1686E+1,5.0624E+1,4.9562E+1,4.8500E+1,4.7792E+1,4.7084E+1,4.6022E+1,4.4960E+1,4.3544E+1,4.2836E+1,4.2128E+1,4.1066E+1,3.9650E+1,3.8942E+1,3.8234E+1,3.7526E+1,3.6464E+1,3.5401E+1,3.5755E+1,3.4339E+1,3.2569E+1,3.1507E+1,3.0799E+1,2.9737E+1,2.9029E+1,2.7967E+1,2.6905E+1,2.5843E+1,2.5135E+1,2.4427E+1,2.3719E+1,4.8500E+1,8.3193E+1,1.0337E+2,1.1859E+2,
1.5754E+2,1.5683E+2,1.5541E+2,1.5435E+2,1.5329E+2,1.5187E+2,1.5081E+2,1.4939E+2,1.4798E+2,1.4692E+2,1.4585E+2,1.4479E+2,1.4338E+2,1.4231E+2,1.4125E+2,1.3948E+2,1.3842E+2,1.3736E+2,1.3594E+2,1.3523E+2,1.3382E+2,1.3346E+2,1.3169E+2,1.3063E+2,1.2922E+2,1.2815E+2,1.2745E+2,1.2603E+2,1.2426E+2,1.2320E+2,1.2214E+2,1.2107E+2,1.2001E+2,1.1895E+2,1.1789E+2,1.1682E+2,1.1541E+2,1.1435E+2,1.1328E+2,1.1222E+2,1.1116E+2,1.0974E+2,1.0868E+2,1.0762E+2,1.0656E+2,1.0514E+2,1.0408E+2,1.0337E+2,1.0266E+2,1.0620E+2,1.1647E+2,1.2143E+2,1.1541E+2,1.0797E+2,9.9124E+1,9.4522E+1,9.3460E+1,9.2044E+1,9.0982E+1,8.9920E+1,8.9212E+1,8.7796E+1,8.6380E+1,8.5318E+1,8.4256E+1,8.3547E+1,8.2485E+1,8.1423E+1,8.0361E+1,7.9299E+1,7.8237E+1,7.7175E+1,7.6113E+1,7.5051E+1,7.3635E+1,7.3281E+1,7.1865E+1,7.1157E+1,6.9741E+1,6.9033E+1,6.7971E+1,6.7263E+1,6.5847E+1,6.5139E+1,6.3723E+1,6.2661E+1,6.1953E+1,6.0891E+1,5.9828E+1,5.8766E+1,5.7704E+1,5.6996E+1,5.6288E+1,5.5226E+1,5.5226E+1,5.8412E+1,5.2394E+1,5.0978E+1,4.9916E+1,4.9208E+1,4.8146E+1,4.6730E+1,4.5668E+1,4.5314E+1,4.4252E+1,4.3544E+1,4.2482E+1,4.1420E+1,4.0712E+1,3.9296E+1,3.8234E+1,3.7880E+1,3.8234E+1,3.5401E+1,3.4693E+1,3.3631E+1,3.2923E+1,3.2215E+1,3.1153E+1,3.0445E+1,2.9383E+1,2.8675E+1,2.7967E+1,2.6905E+1,2.8321E+1,5.1686E+1,7.5759E+1,8.8858E+1,
1.6143E+2,1.6072E+2,1.5966E+2,1.5860E+2,1.5754E+2,1.5612E+2,1.5470E+2,1.5364E+2,1.5187E+2,1.5046E+2,1.4975E+2,1.4833E+2,1.4762E+2,1.4621E+2,1.4515E+2,1.4373E+2,1.4231E+2,1.4090E+2,1.4019E+2,1.3877E+2,1.3771E+2,1.3630E+2,1.3523E+2,1.3417E+2,1.3311E+2,1.3205E+2,1.3099E+2,1.2922E+2,1.2815E+2,1.2709E+2,1.2603E+2,1.2461E+2,1.2355E+2,1.2249E+2,1.2178E+2,1.2037E+2,1.1930E+2,1.1789E+2,1.1718E+2,1.1612E+2,1.1470E+2,1.1364E+2,1.1258E+2,1.1116E+2,1.1010E+2,1.0868E+2,1.0797E+2,1.0656E+2,1.0656E+2,1.1505E+2,1.2957E+2,1.4692E+2,1.4019E+2,1.2249E+2,1.0974E+2,9.8770E+1,9.6646E+1,9.5584E+1,9.5230E+1,9.3460E+1,9.2752E+1,9.1336E+1,9.0274E+1,8.9212E+1,8.8504E+1,8.7442E+1,8.6380E+1,8.5318E+1,8.4256E+1,8.3193E+1,8.2131E+1,8.1069E+1,8.0007E+1,7.8945E+1,7.7883E+1,7.6467E+1,7.5759E+1,7.5051E+1,7.4343E+1,7.3281E+1,7.2219E+1,7.1157E+1,6.9741E+1,6.9033E+1,6.7971E+1,6.6909E+1,6.5847E+1,6.4785E+1,6.4077E+1,6.3015E+1,6.1953E+1,6.0891E+1,5.9474E+1,5.8766E+1,5.8058E+1,5.7704E+1,5.6642E+1,5.4872E+1,5.4518E+1,5.3456E+1,5.2394E+1,5.1332E+1,5.0270E+1,4.9208E+1,4.8500E+1,4.7792E+1,4.6376E+1,4.5314E+1,4.4252E+1,4.3190E+1,4.2482E+1,4.1774E+1,4.0712E+1,4.0004E+1,3.9296E+1,3.8234E+1,3.7172E+1,3.6464E+1,3.5401E+1,3.4693E+1,3.4339E+1,3.2923E+1,3.1861E+1,3.1153E+1,3.0445E+1,2.9737E+1,3.6464E+1,4.8854E+1,
1.6532E+2,1.6426E+2,1.6320E+2,1.6178E+2,1.6072E+2,1.6001E+2,1.5824E+2,1.5718E+2,1.5577E+2,1.5470E+2,1.5364E+2,1.5223E+2,1.5116E+2,1.4975E+2,1.4869E+2,1.4762E+2,1.4621E+2,1.4515E+2,1.4373E+2,1.4267E+2,1.4161E+2,1.4019E+2,1.3913E+2,1.3807E+2,1.3700E+2,1.3559E+2,1.3453E+2,1.3311E+2,1.3240E+2,1.3099E+2,1.2957E+2,1.2851E+2,1.2745E+2,1.2638E+2,1.2568E+2,1.2426E+2,1.2284E+2,1.2214E+2,1.2037E+2,1.1966E+2,1.1824E+2,1.1753E+2,1.1612E+2,1.1541E+2,1.1435E+2,1.1293E+2,1.1187E+2,1.1045E+2,1.0974E+2,1.1435E+2,1.2391E+2,1.3276E+2,1.3948E+2,1.2709E+2,1.1470E+2,1.0443E+2,1.0054E+2,9.9124E+1,9.8416E+1,9.7354E+1,9.5938E+1,9.4876E+1,9.4168E+1,9.2752E+1,9.1690E+1,9.0982E+1,8.9920E+1,8.8858E+1,8.7796E+1,8.6734E+1,8.5672E+1,8.4610E+1,8.3547E+1,8.2485E+1,8.1069E+1,8.0007E+1,7.8945E+1,7.8237E+1,7.7175E+1,7.6467E+1,7.5405E+1,7.4697E+1,7.3635E+1,7.2573E+1,7.1157E+1,7.0095E+1,6.9033E+1,6.7971E+1,6.6909E+1,6.6201E+1,6.5493E+1,6.4077E+1,6.3369E+1,6.2307E+1,6.1245E+1,6.0537E+1,5.9474E+1,5.8766E+1,5.7704E+1,5.6642E+1,5.5580E+1,5.4518E+1,5.3456E+1,5.2394E+1,5.2040E+1,5.0978E+1,4.9916E+1,4.8500E+1,4.7792E+1,4.7084E+1,4.6022E+1,4.5314E+1,4.4252E+1,4.3544E+1,4.2482E+1,4.1774E+1,4.0358E+1,3.9650E+1,3.8942E+1,3.7880E+1,3.7172E+1,3.6110E+1,3.5401E+1,3.4339E+1,3.3631E+1,3.2569E+1,3.1507E+1,3.0445E+1,
1.7099E+2,1.6993E+2,1.6887E+2,1.6780E+2,1.6639E+2,1.6603E+2,1.6462E+2,1.6320E+2,1.6214E+2,1.6108E+2,1.5966E+2,1.5824E+2,1.5718E+2,1.5612E+2,1.5506E+2,1.5400E+2,1.5258E+2,1.5116E+2,1.4975E+2,1.4869E+2,1.4798E+2,1.4692E+2,1.4550E+2,1.4444E+2,1.4302E+2,1.4196E+2,1.4054E+2,1.3948E+2,1.3842E+2,1.3736E+2,1.3594E+2,1.3488E+2,1.3382E+2,1.3240E+2,1.3169E+2,1.3063E+2,1.2922E+2,1.2851E+2,1.2709E+2,1.2603E+2,1.2497E+2,1.2391E+2,1.2214E+2,1.2143E+2,1.2001E+2,1.1895E+2,1.1789E+2,1.1718E+2,1.1612E+2,1.1505E+2,1.1718E+2,1.2214E+2,1.2391E+2,1.2072E+2,1.1541E+2,1.0904E+2,1.0727E+2,1.0585E+2,1.0479E+2,1.0373E+2,1.0266E+2,1.0160E+2,1.0089E+2,9.9478E+1,9.8416E+1,9.7354E+1,9.7000E+1,9.5584E+1,9.4168E+1,9.2752E+1,9.1336E+1,9.0274E+1,8.9212E+1,8.8504E+1,8.7796E+1,8.6734E+1,8.6026E+1,8.4964E+1,8.3901E+1,8.2839E+1,8.1777E+1,8.0361E+1,7.8945E+1,7.7883E+1,7.7175E+1,7.6113E+1,7.5051E+1,7.4697E+1,7.3281E+1,7.2219E+1,7.1157E+1,7.0095E+1,6.9387E+1,6.8325E+1,6.7617E+1,6.6201E+1,6.5139E+1,6.4077E+1,6.3369E+1,6.2661E+1,6.1245E+1,6.0891E+1,5.9474E+1,5.8766E+1,5.7704E+1,5.6288E+1,5.5934E+1,5.4872E+1,5.3810E+1,5.3102E+1,5.2040E+1,5.1332E+1,4.9916E+1,4.8854E+1,4.7792E+1,4.7084E+1,4.6376E+1,4.5314E+1,4.4606E+1,4.3544E+1,4.2836E+1,4.1774E+1,4.0358E+1,3.9650E+1,3.8942E+1,3.8234E+1,3.7172E+1,3.6110E+1,
